Gene_ID,Genes,AMP_log2FC,TET_log2FC,KAN_log2FC,CHL_log2FC,CPR_log2FC,DOX_log2FC,ERY_log2FC,FOX_log2FC,TRM_log2FC,NAL_log2FC,NIT_log2FC,TOB_log2FC,AMP_pvalue,TET_pvalue,KAN_pvalue,CHL_pvalue,CPR_pvalue,DOX_pvalue,ERY_pvalue,FOX_pvalue,TRM_pvalue,NAL_pvalue,NIT_pvalue,TOB_pvalue,AMP_qvalue,TET_qvalue,KAN_qvalue,CHL_qvalue,CPR_qvalue,DOX_qvalue,ERY_qvalue,FOX_qvalue,TRM_qvalue,NAL_qvalue,NIT_qvalue,TOB_qvalue
b3303,rpsE,0.197494402,1.040176731,0.908,0.399,0.389,-0.43,-1.008,0.192,-0.086,0.127,-1.687,0.495,0.789773099,0.154719842,0.008626532,0.219685589,0.231084082,0.187081557,0.004098496,0.549694168,0.788082307,0.691678926,2.04E-05,0.131162311,0.99097851,0.534675754,0.056347771,0.449623172,0.329966573,0.574340381,0.016776509,0.736038351,0.88299733,0.910472177,0.000410321,0.347127841
b2514,hisS,-0.493935425,0.043988463,-0.278,-0.049,0.086,0.046,-0.539,0.064,-0.076,-0.007,0.207,0.132,0.302386589,0.919281464,0.38843246,0.878211253,0.788082307,0.885611235,0.101767628,0.841394705,0.812201247,0.982530439,0.51922381,0.680241572,0.587297412,0.981797155,0.567369812,0.939410644,0.831413293,0.976041765,0.212535115,0.942030789,0.895298694,0.993996771,0.741403301,0.825431472
b3983,rplK,0.185089123,0.71736075,0.885,0.404,0.54,-0.702,0.25,-0.719,0.234,-0.273,-0.731,0.582,0.796438886,0.295203304,0.010202435,0.214150043,0.101170284,0.036561384,0.437271549,0.032637405,0.466803102,0.396884971,0.03010317,0.078642256,0.99097851,0.6639817,0.0603984,0.445770721,0.179533393,0.233840518,0.595962283,0.162695878,0.737882021,0.669470803,0.123222309,0.269262986
b2499,purM,-1.080384753,0.620453092,0.823,-0.72,1.494,-0.465,-1.003,0.023,0.106,1.808,0.6,-0.067,0.331081164,0.140246922,0.015918579,0.032419004,9.25E-05,0.154986447,0.004256035,0.942647888,0.740511243,8.02E-06,0.070404288,0.834072727,0.813877063,0.46877379,0.071312369,0.140177945,0.000887527,0.522866367,0.016968868,0.974386874,0.862814363,0.000136755,0.216141163,0.901084552
b3341,rpsG,-0.061816835,0.459414311,0.604,0.459,0.6,-0.251,-0.075,0.262,0.088,-0.053,-0.566,0.173,0.73922368,0.453126592,0.068679506,0.160149222,0.070404288,0.43546462,0.814624064,0.415893204,0.783283559,0.868362352,0.086654236,0.589597154,0.952102555,0.761301535,0.168676867,0.402998453,0.145061183,0.805347219,0.88059714,0.647029384,0.88299733,0.948709046,0.24632269,0.770239687
b3296,rpsD,0.051394471,0.666038951,0.7,0.119,0.56,-0.307,-0.794,-0.163,0.356,-0.527,-0.619,0.183,0.944865333,0.333463599,0.037050172,0.710134717,0.089835035,0.341737858,0.019520987,0.611156971,0.27187289,0.109172058,0.062537111,0.568418097,0.996467513,0.703118219,0.116065334,0.816521941,0.168166803,0.71858577,0.059336069,0.783145805,0.565880005,0.330503882,0.204243542,0.7582215
b3945,gldA,0.541889484,-1.235131676,-0.772,0.586,-1.244,1.437,0.446,-0.873,-0.221,0.295,3.013,-1.429,0.373460425,0.023602172,0.022745434,0.076742535,0.000662852,0.000144977,0.171810488,0.011129494,0.491644572,0.360576548,1.89E-09,0.000154419,0.810497046,0.132264684,0.088390483,0.235599581,0.003990108,0.004046163,0.329661374,0.095598493,0.75765506,0.62540678,2.90E-07,0.001436561
b3648,gmk,-0.600293059,-0.10475906,-0.202,0.321,-0.578,0.063,0.224,-0.655,0.321,-1.192,-0.131,0.182,0.273277508,0.634703865,0.529276443,0.320622415,0.08058263,0.843838654,0.485845531,0.049732351,0.320622415,0.000995549,0.682522886,0.570518458,0.735598219,0.862603505,0.688223495,0.555903086,0.1565394,0.962256488,0.634700332,0.221272926,0.610399151,0.00873239,0.848317919,0.7582215
b3637,rpmB,0.155020042,1.160927825,1.224,-0.243,0.732,-0.223,0.489,-0.234,0.267,-0.082,-0.263,0.742,0.671611576,0.128144681,0.000775284,0.450048377,0.029900332,0.48777415,0.135669207,0.466803102,0.407182942,0.797705398,0.414141823,0.027939757,0.85877409,0.504731446,0.008815267,0.675178161,0.076377464,0.845966739,0.268712559,0.679187451,0.685995121,0.937540935,0.66219552,0.129962203
b1093,fabG,0.048201231,-0.011951298,0.602,-0.12,0.363,-0.295,-0.345,-0.12,-0.171,-0.256,-0.437,-0.537,0.733670746,0.979966941,0.069537217,0.707817518,0.262806994,0.360576548,0.286576898,0.707817518,0.593879128,0.426499092,0.180273556,0.1029713,0.914680854,0.992174019,0.169427981,0.816521941,0.355426199,0.737980001,0.455660039,0.848828039,0.81641124,0.689132744,0.384333206,0.303963356
b2802,fucI,-1.283901759,-2.080654269,1.718,0.78,0.698,-0.112,0.61,-0.808,-0.46,1.538,0.024,-2.508,0.015539847,0.076635543,1.60E-05,0.021519683,0.037544882,0.726434095,0.066161745,0.017696196,0.159279254,6.54E-05,0.940159205,4.97E-08,0.076425915,0.431745543,0.000447845,0.107069805,0.091361451,0.928349887,0.161203616,0.113181923,0.470180105,0.00080362,0.983212804,1.53E-06
b2518,ndk,0.963450418,0.508509148,2.176,1.194,1.252,-1.247,-0.17,1.139,-0.403,0.58,-2.435,-1.207,0.33602655,0.174013886,5.14E-07,0.000980135,0.00062254,0.000647441,0.59602579,0.001503278,0.215248491,0.07960732,8.21E-08,0.000885524,0.862477369,0.515242989,2.63E-05,0.011144498,0.003900401,0.012064542,0.717568305,0.020143996,0.509616165,0.268565355,8.26E-06,0.00697066
b1681,sufD,2.908999935,-2.760732551,-1.121,-0.045,-0.25,-0.342,1.023,-0.197,-2.839,-1.608,-0.525,1.634,2.98E-05,0.141583436,0.00172791,0.888080297,0.437271549,0.290684778,0.003658973,0.539433713,5.61E-09,3.78E-05,0.110449286,3.08E-05,0.000288505,0.570732777,0.01473523,0.946668927,0.536969463,0.656178139,0.015601453,0.734615587,4.31E-07,0.000504471,0.287355345,0.000350703
b0194,proS,-0.232721114,0.563636047,0.619,-0.255,0.089,-0.255,-0.065,-0.063,-0.032,0.029,0.187,-0.194,0.310307566,0.407027085,0.062537111,0.428282964,0.780887465,0.428282964,0.838952385,0.843838654,0.920274333,0.927725651,0.560056282,0.5455777,0.672733378,0.730324521,0.161335235,0.656875312,0.826663626,0.801724817,0.888132352,0.942030789,0.964246485,0.982474545,0.757432945,0.734615587
b4238,nrdD,-0.785237635,-1.006987608,0.432,1.6,1.428,1.491,-0.776,-3.785,1.773,1.038,2.396,0.284,0.090848321,0.062048142,0.185116057,4.02E-05,0.000155641,9.47E-05,0.022124693,2.33E-11,1.05E-05,0.003265249,1.08E-07,0.378444944,0.351157906,0.247074739,0.347313063,0.000882324,0.001327275,0.002907984,0.06452326,7.14E-09,0.000357912,0.024449548,8.26E-06,0.61415791
b2551,glyA,-0.52020123,-0.566880625,0.342,-1.123,0.956,-0.09,-0.409,0.356,0.127,0.921,-0.204,-0.111,0.512330176,0.366525685,0.290684778,0.001701411,0.006052109,0.778493587,0.208722378,0.27187289,0.691678926,0.00784128,0.525242754,0.728773614,0.907077499,0.699717106,0.462182827,0.017411107,0.022552666,0.928349887,0.370391735,0.52825935,0.86051346,0.048145458,0.74478981,0.85637545
b0121,speE,0.49567644,0.676185801,0.12,0.01,0.985,-0.419,1.536,-0.115,0.75,-0.67,-1.326,-0.634,0.301666478,0.180874959,0.707817518,0.975045698,0.004873028,0.198186736,6.65E-05,0.719431927,0.026457087,0.045127314,0.000347895,0.056884168,0.587297412,0.514388824,0.813857595,0.977540386,0.01917974,0.57677084,0.000566912,0.851715974,0.246493707,0.16895226,0.00356013,0.210402886
b4168,tsaE,0.238280596,-1.627652324,0.117,-0.319,-0.311,-0.263,-0.358,0.239,-0.113,-0.48,0.073,0.221,0.612810654,0.249034956,0.714777681,0.323582071,0.33561009,0.414141823,0.269259623,0.457449698,0.724097294,0.142667877,0.819475352,0.491644572,0.85709802,0.660256731,0.815373129,0.555903086,0.440308964,0.79147109,0.437174383,0.671469462,0.86051346,0.387602109,0.926998329,0.702022715
b4375,prfC,-0.432879606,0.669334858,0.856,0.328,1.291,-0.152,-0.746,-0.603,0.571,0.053,0.248,0.478,0.110715962,0.189698269,0.012580067,0.310412487,0.000458254,0.635294353,0.027189129,0.069107196,0.084078077,0.868362352,0.440899186,0.144262622,0.422983314,0.551060164,0.06436801,0.555903086,0.003197363,0.892712475,0.075882388,0.268508253,0.409713805,0.948709046,0.701326685,0.363021517
b2559,tadA,-0.91732932,-0.341798443,-0.108,-0.609,0.448,-0.633,0.765,-0.246,-0.966,-0.502,-0.679,0.463,0.083528292,0.114584356,0.735808269,0.066575661,0.16997351,0.057246443,0.023870667,0.444545156,0.005617523,0.126061426,0.042551737,0.156692202,0.239400408,0.461735661,0.827060745,0.21784176,0.260909339,0.313833179,0.068488737,0.665733477,0.086228972,0.35505374,0.153686863,0.383873662
b3987,rpoB,0.139500827,0.347980349,0.414,-0.358,0.569,-0.043,-1.014,-0.429,0.371,0.262,-0.649,0.271,0.878103094,0.436698341,0.203401613,0.269259623,0.085100507,0.893021871,0.00391688,0.188070451,0.252720783,0.415893204,0.051689063,0.400298876,0.996467513,0.757794152,0.354797132,0.512735388,0.163228554,0.976041765,0.016472357,0.426782939,0.550250215,0.684887486,0.176317137,0.630214128
b3342,rpsL,-0.172416364,0.369092802,0.575,0.455,0.567,-0.1,-0.896,0.33,0.062,0.167,-0.478,0.839,0.736746133,0.493238014,0.082064983,0.16366745,0.086133634,0.754681664,0.009417378,0.307537832,0.846284208,0.602488302,0.144262622,0.014207662,0.980450035,0.779305187,0.195301935,0.406344494,0.163228554,0.928349887,0.032123723,0.568419236,0.911050776,0.848458297,0.335519887,0.079304585
b0103,coaE,-0.927957937,-0.819267797,-0.24,-0.426,-0.169,0.171,-0.905,-0.015,0.483,-0.549,0.071,0.025,0.067482282,0.23953216,0.455592564,0.191061811,0.598176217,0.593879128,0.008818098,0.962576681,0.140302836,0.095926993,0.824334019,0.937671145,0.233596795,0.618230877,0.618880164,0.428145809,0.672674354,0.864080058,0.031345223,0.981047785,0.454862432,0.303603989,0.926998329,0.963977112
b4361,d0C,0.074199752,-0.047592522,0.21,-0.852,-0.768,-0.333,-1.146,-0.817,0.74,-0.83,0.416,0.025,0.899254119,0.696026956,0.513243033,0.012946414,0.023382265,0.303261169,0.001423882,0.016608572,0.028322168,0.01514755,0.201303013,0.937671145,0.99410576,0.885322407,0.676247258,0.073602759,0.064092458,0.674646223,0.0069386,0.110844167,0.246493707,0.072660904,0.420408334,0.963977112
b1861,ruvA,-0.483190417,-0.799371305,-0.415,-0.226,-0.056,0.201,0.235,0.159,0.562,-0.096,0.021,0.01,0.443848986,0.419282393,0.202350199,0.482001521,0.860989854,0.531299571,0.464923415,0.619884139,0.088763806,0.76417813,0.94762702,0.975045698,0.850233463,0.746841319,0.354797132,0.691469472,0.886992903,0.845966739,0.617885231,0.783145805,0.412886189,0.932046716,0.983212804,0.983238038
b1281,pyrF,-0.249801905,1.605926729,1.3,0.328,1.603,-0.82,0.591,-0.733,0.408,-0.26,0.19,0.387,0.486413154,0.003357711,0.000426929,0.310412487,3.93E-05,0.016260149,0.07442406,0.029698747,0.209799327,0.419409926,0.553826902,0.233416656,0.762051569,0.053464851,0.005698576,0.555903086,0.00046407,0.153045979,0.173092321,0.155583084,0.509616165,0.684887486,0.757432945,0.477726089
b2926,pgk,-0.896701877,-0.959754335,0.235,0.19,-0.8,0.81,0.904,0.429,-0.784,0.864,0.882,-0.233,0.053587204,0.411261088,0.464923415,0.553826902,0.018718455,0.017448903,0.008882848,0.188070451,0.020930051,0.011876515,0.010427085,0.468687277,0.349017136,0.758909284,0.628546282,0.732451059,0.052720785,0.153045979,0.031345223,0.426782939,0.207275021,0.061207519,0.058202094,0.701295201
b3170,rimP,-0.90686059,0.348751007,0.092,0.721,0.807,0.12,-1.174,-0.732,0.593,-0.203,0.354,-0.066,0.062638824,0.448968396,0.773712571,0.032201937,0.017821067,0.707817518,0.00114547,0.029900332,0.073513887,0.5272575,0.274504624,0.836511717,0.241514842,0.758267419,0.848320569,0.140177945,0.051131473,0.928349887,0.006063093,0.155583084,0.376146056,0.77448829,0.517011777,0.901084552
b3671,ilvB,-1.756932679,-1.331633131,0.46,0.186,2.254,-0.206,-2.603,-0.631,0.367,-0.195,-0.892,-2.631,0.002293877,0.010048186,0.159279254,0.562140765,2.93E-07,0.521225898,2.62E-08,0.057977134,0.2577274,0.543525597,0.009695972,2.17E-08,0.014213505,0.092449634,0.315475683,0.737509465,1.09E-05,0.845966739,1.01E-06,0.240526757,0.55719938,0.790816863,0.055123397,8.34E-07
b1114,mfd,-0.82295712,-1.065446349,0.772,-0.804,0.112,-0.192,0.057,-0.695,0.048,-0.097,-0.012,0.141,0.472159482,0.214976248,0.022745434,0.018200631,0.726434095,0.549694168,0.858535187,0.038298183,0.880676688,0.761800398,0.970057128,0.659852238,0.937812677,0.612163071,0.088390483,0.094704979,0.788039814,0.845966739,0.899557346,0.178144579,0.938776886,0.932046716,0.989393815,0.823159967
b1812,pabB,-0.028908909,0.188091803,-0.101,-0.613,0.555,0.039,-0.09,-0.109,0.215,-0.088,0.125,0.311,0.91119583,0.502568899,0.752313646,0.064933527,0.092561739,0.902918115,0.778493587,0.733460722,0.503360659,0.783283559,0.696275145,0.33561009,0.985926436,0.793069597,0.836025208,0.21784176,0.170157492,0.976041765,0.859703349,0.859436801,0.76881454,0.932046716,0.855025878,0.581463034
b2942,metK,3.058999996,0.458947284,-0.427,0.771,0.587,-0.262,1.033,0.214,-0.615,1.328,-0.445,2.597,3.78E-05,0.369996244,0.190060569,0.022903119,0.07627388,0.415893204,0.003391692,0.505328528,0.064125894,0.000342457,0.172734899,2.73E-08,0.000208936,0.70166299,0.347313063,0.108173192,0.151071491,0.79147109,0.014665486,0.714911788,0.345379816,0.003285445,0.376096552,9.31E-07
b0090,murG,1.101080919,0.318800173,0.149,-0.565,-0.469,-0.086,-0.437,-0.145,-0.48,-0.011,-0.272,0.173,0.202256116,0.338342611,0.641951209,0.087177544,0.151620049,0.788082307,0.180273556,0.650874885,0.142667877,0.97255127,0.398589577,0.589597154,0.751850963,0.669155393,0.781669366,0.259839864,0.235087652,0.928349887,0.337463303,0.808982144,0.454862432,0.993724829,0.643412329,0.770239687
b3723,bglG,-0.492836372,-0.145982589,0.943,-0.037,1.55,-0.404,-0.138,0.28,-0.165,0.976,-0.908,-1.496,0.061695167,0.831813095,0.006665474,0.907872381,5.96E-05,0.214150043,0.666619792,0.385084416,0.606815261,0.005213007,0.008626532,9.11E-05,0.331957321,0.949850181,0.045473347,0.950604575,0.000640427,0.57677084,0.763627896,0.612543604,0.81641124,0.034791158,0.051928338,0.000901616
b0184,d0E,0.281281718,0.32242215,0.17,-0.212,0.652,-0.456,-0.12,-0.799,-0.075,-0.012,-0.572,-0.134,0.32107928,0.492470674,0.59602579,0.509277194,0.050702281,0.16278212,0.707817518,0.018850039,0.814624064,0.970057128,0.083570849,0.675688312,0.786307672,0.791516618,0.740809383,0.710673175,0.111182858,0.543196858,0.801512346,0.118101267,0.895298694,0.993724829,0.239778042,0.823159967
b2797,sdaB,1.292716926,0.928199736,1.205,1.351,1.455,-0.245,2.455,-0.95,-1.122,2.498,-0.511,0.55,0.277031692,0.065888392,0.00089947,0.000285681,0.000125793,0.446375,7.15E-08,0.006328157,0.00171461,5.33E-08,0.119746272,0.095358968,0.816817914,0.269115388,0.009521972,0.00461601,0.001135836,0.814202891,2.44E-06,0.06266917,0.030963844,1.49E-06,0.303819053,0.295709124
b1662,ribC,-0.710081256,-0.971109934,-0.81,-0.837,0.472,0.685,-1.263,0.468,0.401,0.073,0.227,0.089,0.345987737,0.296073614,0.017448903,0.014411665,0.149134406,0.040909069,0.000571047,0.152456035,0.217458364,0.819475352,0.480086148,0.780887465,0.815208788,0.680435919,0.074400182,0.079006804,0.233593177,0.251181682,0.003307764,0.410561427,0.509616165,0.941398262,0.731386932,0.87978643
b3294,rplQ,0.142432269,0.475288824,0.605,0.348,0.759,-0.281,-1.518,-0.346,0.182,-0.452,-0.866,0.045,0.734505572,0.452402737,0.068254136,0.282510983,0.024875871,0.383417467,7.66E-05,0.285216935,0.570518458,0.166346665,0.011706524,0.888080297,0.914680854,0.768766126,0.168676867,0.525641647,0.06745155,0.744994699,0.000628551,0.537187724,0.810875771,0.429146439,0.06417684,0.946668927
b4348,hsdS,-0.678296761,0.454297724,1.246,-0.371,0.6,-0.576,0.901,-0.5,0.432,0.554,-0.853,-0.653,0.190476291,0.050248528,0.000652538,0.252720783,0.070404288,0.081568266,0.009079824,0.127501744,0.185116057,0.0931155,0.012853896,0.05037711,0.42047467,0.336536819,0.008013164,0.499050971,0.145061183,0.391272777,0.031676205,0.382026037,0.481615503,0.30091009,0.066883829,0.194570002
b0185,accA,-0.296307087,0.201143495,-0.009,-0.341,0.662,-0.303,-0.092,-0.475,0.201,0.071,-0.196,0.208,0.34942818,0.710153558,0.977540386,0.292063415,0.047533401,0.347941521,0.773712571,0.146682022,0.531299571,0.824334019,0.541477597,0.517225963,0.678844618,0.902624566,0.977540386,0.540141376,0.105744596,0.72174356,0.857508156,0.4020659,0.784177733,0.941398262,0.7488001,0.718499414
b1095,fabF,-0.777894076,0.959316047,0.511,-0.028,0.017,-0.58,-0.422,-0.166,-0.045,-0.869,-0.182,-0.37,0.461109794,0.318835773,0.119746272,0.930210961,0.957591624,0.07960732,0.195108203,0.60464993,0.888080297,0.011455845,0.570518458,0.253965615,0.942546093,0.696723406,0.255292399,0.964779612,0.963221473,0.387927736,0.354427328,0.783145805,0.938896282,0.061076249,0.757737869,0.490361282
b3186,rplU,-0.05396297,0.711556455,0.417,0.202,1.414,0.517,0.019,0.652,-0.13,0.15,0.308,0.522,0.698682614,0.219162787,0.200260046,0.529276443,0.000173814,0.115684628,0.952608334,0.050702281,0.684807298,0.639728809,0.340198802,0.1123887,0.928448494,0.576751818,0.35333238,0.725392268,0.001404233,0.446506344,0.968379995,0.222365716,0.86051346,0.865183896,0.600235817,0.316544321
b4042,dgkA,-1.171161105,-3.515795942,-0.07,-0.413,0.595,0.013,-0.068,-0.199,0.118,-0.029,-0.542,-0.293,0.054497324,0.032632935,0.82676606,0.204457262,0.072613433,0.967563299,0.831635438,0.53535834,0.712454778,0.927725651,0.099984522,0.363782724,0.379137995,0.233775072,0.875231656,0.435891524,0.147566923,0.99345128,0.888132352,0.734615587,0.86051346,0.982474545,0.266915203,0.606963567
b3309,rplX,-0.021002153,0.645270367,0.661,0.209,0.487,-0.181,0.19,-0.319,0.343,-0.097,-0.692,0.326,0.954506839,0.186500567,0.04784211,0.515232367,0.137199558,0.572622755,0.553826902,0.323582071,0.289310816,0.761800398,0.039065152,0.313306002,0.992989881,0.549527275,0.137266616,0.71573003,0.221685601,0.849252105,0.688149584,0.574217895,0.569348849,0.932046716,0.149042363,0.57252942
b3649,rpoZ,-0.283798126,0.175533908,-0.182,-0.472,0.416,0.193,-0.077,-0.602,0.476,-0.334,-0.1,0.44,0.535641898,0.755190804,0.570518458,0.149134406,0.201303013,0.547633894,0.809780346,0.069537217,0.145871904,0.301845022,0.754681664,0.17741655,0.841436185,0.928400184,0.731780298,0.383645735,0.300000122,0.845966739,0.88059714,0.268508253,0.454862432,0.57201495,0.883119295,0.413014789
b4381,deoC,0.727410467,-2.996365229,-1.184,-0.881,-0.68,0.39,0.749,-0.241,-0.066,0.351,0.077,1.194,0.096447648,0.045619565,0.001059631,0.010503005,0.042273894,0.229924437,0.026638377,0.45373996,0.836511717,0.278486929,0.809780346,0.000980135,0.350581164,0.338048579,0.010843562,0.06448845,0.09831883,0.57677084,0.075027356,0.671469462,0.904257385,0.561259289,0.924173108,0.00733906
b4196,ulaD,0.943365961,-0.904526051,0.816,0.752,-0.261,-0.328,0.184,0.808,-0.189,0.943,0.841,-2.155,0.071482727,0.255381764,0.016726257,0.026097909,0.41764924,0.310412487,0.566321685,0.017696196,0.555899338,0.006665474,0.014006376,5.98E-07,0.470617456,0.639214536,0.072323394,0.12122874,0.523340067,0.680690239,0.695443029,0.113181923,0.801225806,0.042631262,0.071665956,1.15E-05
b3298,rpsM,0.00395011,0.613493372,0.874,0.174,0.584,-0.282,-0.556,-0.363,0.011,-0.049,-0.515,0.212,0.990966036,0.29924638,0.011049291,0.587461873,0.077687354,0.381755238,0.092010798,0.262806994,0.97255127,0.878211253,0.117025497,0.509277194,0.99697941,0.66189792,0.060573792,0.748343548,0.15288473,0.744994699,0.19347476,0.520527401,0.982148815,0.952688533,0.29939023,0.713437261
b3500,gor,0.530275417,-0.583183125,-0.387,-0.549,-0.194,-1.243,0.215,-0.581,0.547,-0.251,-0.005,0.629,0.193021579,0.502205661,0.233416656,0.095926993,0.5455777,0.000668069,0.503360659,0.079123513,0.097071707,0.43546462,0.987521222,0.058716073,0.491032137,0.794417173,0.391578762,0.280472257,0.632046618,0.012064542,0.652032584,0.279205958,0.413902973,0.692682064,0.996508735,0.214593266
b2838,lysA,-0.431393821,-1.134849145,-0.219,1.298,-0.455,-1.493,0.431,-0.06,-0.416,0.377,-1.03,0.404,0.228015086,0.356469278,0.495532514,0.000433701,0.16366745,9.32E-05,0.186096762,0.851180031,0.201303013,0.245346898,0.003469824,0.214150043,0.56557321,0.724210854,0.661428182,0.006657311,0.252491996,0.002907984,0.344166903,0.943365594,0.502439228,0.530433083,0.025362758,0.453407333
b3935,priA,1.276983709,0.253514014,0.761,-0.038,0.471,0.007,0.148,-0.601,0.266,-0.003,0.348,0.177,0.324774942,0.707715127,0.024536541,0.905394757,0.149959245,0.982530439,0.644177034,0.069969577,0.408915658,0.992512525,0.282510983,0.581079025,0.89469122,0.909092183,0.09154139,0.950604575,0.233692833,0.994746401,0.749099809,0.268508253,0.685995121,0.99575603,0.528846779,0.765627729
b4401,arcA,1.019671578,-0.976420295,-0.352,0.131,-0.175,0.423,0.087,0.185,-0.044,-0.343,0.309,0.47,0.028298951,0.047436531,0.277154861,0.682522886,0.585330415,0.194090374,0.785681848,0.564229237,0.890550517,0.289310816,0.338664489,0.150787789,0.157769137,0.233096704,0.445479279,0.805501304,0.66554236,0.57677084,0.864531639,0.743426505,0.938896282,0.561259289,0.600235817,0.373321381
b0027,lspA,-0.592856219,0.586383236,0.1,0.043,0.056,-0.06,-1.397,-0.033,0.264,0.436,-0.185,0.109,0.072331169,0.437236816,0.754681664,0.893021871,0.860989854,0.851180031,0.000198758,0.917792183,0.412395103,0.181233949,0.564229237,0.733460722,0.340896654,0.752260119,0.836025208,0.94864261,0.886992903,0.963160734,0.001397772,0.961645734,0.688072264,0.44511058,0.757737869,0.85637545
b3871,typA,0.16113887,0.555075065,0.101,-0.419,0.382,-0.407,-0.031,-0.451,0.692,-0.587,-0.072,0.844,0.705571034,0.265656844,0.752313646,0.198186736,0.239325883,0.210880561,0.922757311,0.167247512,0.039065152,0.07627388,0.821903775,0.013709469,0.898116078,0.587054378,0.836025208,0.432956578,0.335493361,0.57677084,0.944288315,0.421966558,0.270051933,0.260178679,0.926998329,0.077940868
b4170,mutL,-0.283502797,-0.540888613,0.455,-0.321,-1.027,-0.112,-0.176,-0.462,0.087,-0.663,-0.125,-0.29,0.588330581,0.652827536,0.16366745,0.320622415,0.003549698,0.726434095,0.583202794,0.157550754,0.785681848,0.047226478,0.696275145,0.368627527,0.867819902,0.87056836,0.322089148,0.555903086,0.01472645,0.928349887,0.710489118,0.419248465,0.88299733,0.174681071,0.855025878,0.610521337
b2945,endA,-1.01739647,0.036469669,0.762,0.972,1.5,0.585,1.01,-0.752,-0.547,-0.537,0.483,-1.509,0.02504928,0.972475334,0.024368483,0.005371333,8.82E-05,0.077213689,0.004037071,0.026097909,0.097071707,0.1029713,0.140302836,8.22E-05,0.157003398,0.992912296,0.09154139,0.040219496,0.000887527,0.387927736,0.016748388,0.145673782,0.413902973,0.321195332,0.331330544,0.00084125
b1098,tmk,-0.465457715,0.247264217,0.297,-0.44,-0.141,-0.2,-0.189,-0.196,0.166,-0.373,0.199,-0.377,0.328423297,0.659424746,0.357389334,0.17741655,0.659852238,0.533326874,0.555899338,0.541477597,0.60464993,0.250244729,0.53535834,0.245346898,0.606590549,0.873015907,0.532614201,0.422473143,0.73131638,0.845966739,0.688149584,0.734615587,0.81641124,0.533507859,0.747068229,0.482830114
b0088,murD,0.748574161,0.362146876,0.041,-0.638,-0.481,0.223,-0.385,-0.052,-0.656,0.344,-0.172,0.272,0.376771713,0.152792568,0.897967878,0.055455319,0.14187593,0.48777415,0.235766984,0.870822601,0.049412746,0.287941523,0.591736244,0.398589577,0.838708202,0.488321827,0.933319399,0.202675987,0.228041417,0.845966739,0.399892067,0.951999096,0.303250446,0.561259289,0.772546153,0.630214128
b3295,rpoA,0.178385452,1.063868518,0.779,-0.069,0.915,-0.395,-0.995,-0.194,0.28,-0.381,-0.635,0.069,0.839663537,0.249918365,0.02166948,0.829199874,0.008194838,0.224192338,0.004520333,0.5455777,0.385084416,0.240521117,0.056523927,0.829199874,0.996467513,0.652771377,0.088390483,0.893208285,0.028267588,0.57677084,0.017566358,0.734615587,0.663319088,0.523687822,0.190690611,0.901084552
b2800,fucA,-1.227313511,-1.627471858,1.278,0.742,-0.181,0.885,0.917,-0.559,-0.451,2.284,-0.297,-2.982,0.015484521,0.144874855,0.000507571,0.027939757,0.572622755,0.010202435,0.008075329,0.090374796,0.167247512,2.37E-07,0.357389334,2.29E-09,0.091567019,0.531766323,0.006492676,0.124311672,0.653513701,0.120467216,0.02916619,0.298334005,0.471054919,5.59E-06,0.619878675,1.40E-07
b0014,d0K,-1.356053299,-4.38823995,-1.158,-0.595,0.171,-0.49,-0.667,-0.03,0.549,0.331,0.725,0.147,0.093864201,0.013343305,0.001297244,0.072613433,0.593879128,0.134909318,0.046016477,0.925241092,0.095926993,0.306107571,0.031346882,0.646406267,0.544197192,0.113805263,0.012546123,0.227472692,0.672674354,0.470649553,0.118714776,0.962878018,0.413902973,0.576533891,0.124980426,0.816653185
b3310,rplN,-0.127516624,0.517669213,0.738,0.097,0.579,-0.105,0.646,-0.04,0.113,0.223,-0.549,0.722,0.854082329,0.247336536,0.028709378,0.761800398,0.080093689,0.742866627,0.052692936,0.90044248,0.724097294,0.48777415,0.095926993,0.031986199,0.99097851,0.599497435,0.09671922,0.844305856,0.1565394,0.928349887,0.131518142,0.956525403,0.86051346,0.745008278,0.262942741,0.14028233
b3297,rpsK,0.017348879,0.736152928,0.545,0.316,0.513,-0.151,-1.214,-0.225,0.285,-0.267,-0.495,0.201,0.89176393,0.310042554,0.098228042,0.32805705,0.11837935,0.637509852,0.000838372,0.483921318,0.376796884,0.407182942,0.131162311,0.531299571,0.985420214,0.684451849,0.223377845,0.555903086,0.203105555,0.892712475,0.004766301,0.690994627,0.661009391,0.679375888,0.319578013,0.724928748
