Gene_ID,Genes,AMP_log2FC,TET_log2FC,KAN_log2FC,CHL_log2FC,CPR_log2FC,DOX_log2FC,ERY_log2FC,FOX_log2FC,TRM_log2FC,NAL_log2FC,NIT_log2FC,TOB_log2FC,AMP_pvalue,TET_pvalue,KAN_pvalue,CHL_pvalue,CPR_pvalue,DOX_pvalue,ERY_pvalue,FOX_pvalue,TRM_pvalue,NAL_pvalue,NIT_pvalue,TOB_pvalue,AMP_qvalue,TET_qvalue,KAN_qvalue,CHL_qvalue,CPR_qvalue,DOX_qvalue,ERY_qvalue,FOX_qvalue,TRM_qvalue,NAL_qvalue,NIT_qvalue,TOB_qvalue
b0523,purE,2.041137728,1.28237676,1.374,-0.83,2.333,-0.392,-1.194,0.752,-0.568,1.622,0.855,-0.558,0.266505677,0.021969359,0.000238295,0.01514755,1.67E-07,0.227618392,0.000980135,0.026097909,0.085615728,3.39E-05,0.012670726,0.090917337,0.856348796,0.128792064,0.004064254,0.081584172,8.56E-06,0.57677084,0.005278973,0.145673782,0.410687945,0.000495219,0.066883829,0.289474628
b3429,glgA,0.339361538,-1.068344943,-0.055,0.359,-1.191,0.507,0.575,-0.002,-0.791,0.551,0.668,-0.496,0.248244823,0.201897216,0.863445953,0.267959902,0.001003346,0.122519662,0.082064983,0.995008306,0.019934157,0.094793817,0.045718356,0.130423325,0.595791683,0.598872324,0.907801054,0.512735388,0.005500485,0.464364646,0.186376792,0.995008306,0.207275021,0.303142728,0.159494721,0.347127841
b2411,ligA,-1.199476299,0.310833218,-0.529,0.414,-0.975,-0.196,-3.4,-0.228,-0.329,-0.944,0.227,1.001,0.023918313,0.567426237,0.107907302,0.203401613,0.005252163,0.541477597,1.91E-10,0.478175207,0.308972803,0.006616253,0.480086148,0.004320675,0.100374105,0.825981345,0.236625298,0.435891524,0.020155174,0.845966739,9.79E-09,0.688721717,0.592841566,0.042631262,0.731386932,0.028222284
b2168,fruK,-0.263027934,-0.722902576,0.604,1.804,-1.279,0.931,5.586,-0.266,-2.072,-0.772,1.196,-1.846,0.543843596,0.124020049,0.068679506,8.27E-06,0.000503597,0.007284148,7.11E-15,0.408915658,1.10E-06,0.022745434,0.000964956,6.00E-06,0.795338416,0.457039578,0.168676867,0.000230161,0.003360963,0.101646981,1.09E-12,0.643780037,5.62E-05,0.098349974,0.008006527,8.37E-05
b2698,recX,-0.165480534,0.088363946,-0.577,0.182,-0.285,0.328,-0.422,-0.823,0.172,-0.093,-0.107,0.918,0.72092301,0.06618241,0.081074152,0.570518458,0.376796884,0.310412487,0.195108203,0.015918579,0.591736244,0.771325478,0.73815845,0.0080162,0.914680854,0.393098724,0.194451286,0.742157485,0.479986072,0.680690239,0.354427328,0.109371696,0.81641124,0.932046716,0.871022803,0.049219469
b2476,purC,-1.599541922,-0.094285348,-0.512,-1.076,0.32,-0.677,-2.169,-0.199,0.593,1.226,0.002,-0.214,0.193227928,0.349501426,0.119061172,0.002443017,0.322099878,0.043112365,5.40E-07,0.53535834,0.073513887,0.000763241,0.995008306,0.505328528,0.744348914,0.691353393,0.255292399,0.0215936,0.426226993,0.259519533,1.28E-05,0.734615587,0.376146056,0.006891619,0.99750414,0.713437261
b0640,holA,0.633725817,0.396744231,0.53,-0.017,0.473,-0.167,-0.444,0.228,-0.451,-0.117,-0.461,-0.169,0.29191661,0.392167946,0.107279575,0.957591624,0.148313263,0.602488302,0.17366327,0.478175207,0.167247512,0.714777681,0.158413101,0.598176217,0.800312399,0.719221667,0.236625298,0.977540386,0.233498316,0.868375159,0.331146732,0.688721717,0.471054919,0.929816728,0.357594279,0.774375759
b0723,sdhA,0.672602871,-1.643953676,1.21,0.039,-1.623,-1.42,1.813,1.393,0.405,-0.465,-4.022,-2.312,0.521499176,0.001036476,0.000865004,0.902918115,3.36E-05,0.000165779,7.72E-06,0.00020513,0.213055911,0.154986447,6.86E-12,1.94E-07,0.914680854,0.040240493,0.009484147,0.950604575,0.000429943,0.004241181,0.000103001,0.004498197,0.509616165,0.417375784,2.11E-09,4.58E-06
b0423,thiI,1.211305169,0.650907924,0.882,-0.677,1.147,-0.404,0.207,0.727,0.315,0.044,0.582,0.008,0.316169366,0.185949079,0.010427085,0.043112365,0.001412881,0.214150043,0.51922381,0.030927183,0.329558181,0.890550517,0.078642256,0.980035308,0.886671824,0.53166402,0.0603984,0.176473282,0.007478525,0.57677084,0.661417882,0.158244089,0.616916839,0.959294767,0.234399733,0.983238038
b1264,trpE,-4.370998091,0.435936665,-3.048,2.678,1.869,-3.412,-0.362,-0.389,-1.246,-1.533,0.171,-1.719,2.80E-09,0.30020311,1.52E-09,1.59E-08,5.03E-06,1.79E-10,0.264088335,0.231084082,0.000652538,6.81E-05,0.593879128,1.59E-05,4.96E-07,0.648050702,9.36E-08,6.11E-07,8.58E-05,4.95E-08,0.431250632,0.48590968,0.015409931,0.000803686,0.772546153,0.000195531
b3982,nusG,-0.400814326,0.344837134,-0.01,0.097,0.64,-0.231,-0.513,-0.443,0.499,0.025,-0.133,0.752,0.322796531,0.556997986,0.975045698,0.761800398,0.054752918,0.472469062,0.11837935,0.174595611,0.128227005,0.937671145,0.677963374,0.026097909,0.625429748,0.812700242,0.977540386,0.844305856,0.117546474,0.843302338,0.240678546,0.422053958,0.442311131,0.982474545,0.846076243,0.125188406
b0637,rsfS,1.640904971,1.141585344,0.097,-0.248,-0.04,-0.474,0.371,-0.048,0.026,-0.41,1.101,-0.783,0.056912848,0.02436935,0.761800398,0.440899186,0.90044248,0.147495805,0.252720783,0.880676688,0.935183734,0.207649705,0.00201612,0.021076036,0.475955685,0.140503129,0.838253484,0.670079457,0.915350468,0.508777664,0.421659132,0.951999096,0.969937184,0.475734772,0.015870486,0.1060712
b3417,malP,-2.271998573,-1.143572004,0.669,3.149,-0.399,1.28,1.396,-0.19,-1.194,2.921,0.98,-2.742,0.000369915,0.01133887,0.045421972,8.28E-10,0.219685589,0.000499654,0.000200332,0.553826902,0.000980135,3.34E-09,0.005059177,1.05E-08,0.002244892,0.116201034,0.131552314,5.08E-08,0.321159409,0.010226256,0.001397772,0.736038351,0.020060097,1.47E-07,0.033764508,5.36E-07
b0884,infA,-0.44155434,0.902105059,0.821,-0.402,1.095,-0.527,0.141,-0.238,0.31,-0.455,0.182,-0.337,0.27388294,0.047688562,0.016145537,0.216351262,0.002111397,0.109172058,0.659852238,0.459311358,0.337134919,0.16366745,0.570518458,0.297624769,0.756467582,0.242723795,0.071312369,0.445770721,0.009972292,0.440362737,0.763627896,0.671469462,0.621672811,0.429146439,0.757737869,0.55042653
b3992,thiF,-0.450701455,-0.408130388,-0.268,-0.631,0.256,-0.353,0.184,-1.273,0.544,0.918,-0.683,-0.127,0.310606862,0.712875471,0.405454902,0.057977134,0.426499092,0.275827428,0.566321685,0.000527911,0.098810595,0.0080162,0.041450153,0.691678926,0.591973878,0.896713538,0.578951884,0.205886083,0.527964602,0.631932987,0.695443029,0.00953345,0.414902107,0.048254381,0.153315627,0.832727178
b3321,rpsJ,0.149562827,0.917783724,0.849,0.285,1.269,-0.313,-0.783,-0.034,-0.28,0.126,-0.919,0.38,0.901624486,0.124793686,0.013227747,0.376796884,0.000544763,0.332574656,0.021076036,0.915310887,0.385084416,0.693975535,0.007957484,0.241720829,0.996467513,0.466125549,0.066572432,0.605636877,0.003484216,0.709030691,0.063434737,0.961645734,0.663319088,0.910472177,0.048858951,0.478763191
b2498,upp,1.562909652,0.859311417,0.874,-0.112,-0.053,-0.886,0.42,-0.892,0.407,-0.673,0.137,1.492,0.006059824,0.055889476,0.011049291,0.726434095,0.868362352,0.010128577,0.197156376,0.009695972,0.210880561,0.044253618,0.668882125,9.40E-05,0.02736512,0.317623464,0.060573792,0.825982471,0.891596127,0.120467216,0.355808935,0.090201923,0.509616165,0.16895226,0.838150255,0.000901616
b3704,rnpA,-0.68678873,1.110334526,1.24,0.256,2.081,-0.385,0.163,-0.664,-0.014,-0.363,0.687,0.201,0.617425244,0.040369666,0.000683966,0.426499092,1.03E-06,0.235766984,0.611156971,0.046921333,0.965069808,0.262806994,0.040374371,0.531299571,0.992480032,0.170664011,0.008076062,0.656875312,2.43E-05,0.579043713,0.724421584,0.214997749,0.980336412,0.548855422,0.151157704,0.724928748
b3608,gpsA,0.02684761,-0.261655562,1.314,0.662,0.758,-0.318,1.707,-0.488,-0.671,0.497,0.11,-0.9,0.587300587,0.294221058,0.00038238,0.047533401,0.025047156,0.325068997,1.75E-05,0.136432617,0.044834374,0.129687785,0.731115831,0.009146401,0.861565621,0.651006348,0.005335937,0.184718408,0.06745155,0.697875399,0.000203374,0.387822347,0.286753186,0.358686037,0.869971163,0.055057747
b3634,coaD,0.077978509,0.028435693,0.607,-0.333,1.124,-0.389,1.371,-0.43,0.519,-0.519,-0.207,-0.13,0.703659241,0.633108443,0.067410317,0.303261169,0.001688311,0.231084082,0.000244,0.187081557,0.114356657,0.114356657,0.51922381,0.684807298,0.937957386,0.867898008,0.168676867,0.554173683,0.008359865,0.57677084,0.001628438,0.426782939,0.41772943,0.336293752,0.741403301,0.827700159
b0188,tilS,-0.126981464,1.136871942,-0.313,-0.432,0.616,-0.161,-0.166,0.094,-0.147,0.072,0.317,0.108,0.785493739,0.01450322,0.332574656,0.185116057,0.063725402,0.615513306,0.60464993,0.768940692,0.646406267,0.821903775,0.326560656,0.735808269,0.942571321,0.123989979,0.505447621,0.426356015,0.134922059,0.883002734,0.722286104,0.880838778,0.833809764,0.941398262,0.586281412,0.85637545
b2607,trmD,0.455898206,1.588578686,0.43,0.106,0.801,-0.711,0.122,-0.333,-0.32,-0.262,-0.771,0.027,0.319448917,0.111216748,0.187081557,0.740511243,0.018587726,0.034433521,0.703191784,0.303261169,0.322099878,0.415893204,0.022903119,0.932696998,0.685231028,0.49764307,0.347313063,0.832736086,0.052720785,0.231346234,0.799555102,0.564249568,0.610399151,0.684887486,0.097656354,0.963977112
b2565,recO,0.055731496,-0.2294067,-0.301,0.469,0.695,-0.031,-0.578,-0.174,0.173,0.156,0.045,-0.037,0.915700183,0.832692002,0.351071817,0.151620049,0.038298183,0.922757311,0.08058263,0.587461873,0.589597154,0.626467291,0.888080297,0.907872381,0.99097851,0.958453596,0.528328666,0.384688885,0.091855799,0.977262724,0.184618413,0.770729893,0.81641124,0.854779814,0.976425031,0.957115565
b0109,0dC,-0.591215829,-0.510814753,0.428,-0.418,-0.375,0.002,-0.332,-1.008,0.737,0.126,-0.182,-0.348,0.236635694,0.552825856,0.189063452,0.19922129,0.247786783,0.995008306,0.304682017,0.004098496,0.028904799,0.693975535,0.570518458,0.282510983,0.491032137,0.820051605,0.347313063,0.432956578,0.341123508,0.99750414,0.472411006,0.044937077,0.246493707,0.910472177,0.757737869,0.528846779
b1613,ma0,-0.493928838,0.903865891,-0.392,-0.259,-0.194,0.859,-0.201,-0.94,0.533,-0.089,0.367,0.528,0.28896054,0.087100869,0.227618392,0.42117526,0.5455777,0.012311747,0.531299571,0.006815251,0.105414867,0.780887465,0.2577274,0.108538126,0.591973878,0.300835698,0.385890918,0.655778723,0.632046618,0.139989125,0.674004002,0.065383813,0.414902107,0.932046716,0.491442931,0.311413129
b3237,argR,-0.70704181,0.139907006,0.511,-0.668,-0.09,0.088,0.847,-0.031,0.823,-0.798,-0.166,-0.084,0.130613571,0.729015801,0.119746272,0.045718356,0.778493587,0.783283559,0.013418491,0.922757311,0.015918579,0.018982486,0.60464993,0.792889648,0.407009259,0.892177431,0.255292399,0.179942762,0.826663626,0.928349887,0.042911217,0.962878018,0.181000138,0.086979449,0.782740694,0.881429676
b0470,d0X,1.373819941,1.394937389,0.172,-0.656,-0.296,0.086,-0.342,-0.54,-0.103,0.026,0.38,0.265,0.082322771,0.230574921,0.591736244,0.049412746,0.35898057,0.788082307,0.290684778,0.101170284,0.747585083,0.935183734,0.241720829,0.410653047,0.564516821,0.654828961,0.740809383,0.187280407,0.461117301,0.928349887,0.457642189,0.326939758,0.862814363,0.982474545,0.469672751,0.641091583
b2620,smpB,-0.81856957,-0.27118914,-0.567,0.303,-0.681,0.13,0.719,-0.287,0.405,-0.993,0.038,-0.312,0.068704196,0.626869865,0.086133634,0.347941521,0.041997688,0.684807298,0.032637405,0.373514948,0.213055911,0.004588842,0.905394757,0.334090003,0.318529082,0.853679759,0.200325953,0.580532864,0.09831883,0.928349887,0.087891958,0.602482518,0.509616165,0.032017605,0.982177352,0.581463034
b1912,pgsA,-0.526856932,-1.16985761,-0.263,0.153,-0.667,-0.055,-0.344,-0.428,-0.176,-0.145,-0.227,0.104,0.260115176,0.224631323,0.414141823,0.633082331,0.046016477,0.863445953,0.287941523,0.189063452,0.583202794,0.650874885,0.480086148,0.745224581,0.586515374,0.614599277,0.585471765,0.764844574,0.103875429,0.963160734,0.455660039,0.426782939,0.81641124,0.87257026,0.731386932,0.85637545
b2143,cdd,0.638882143,-0.745978103,-1.39,-0.745,-0.83,0.541,0.608,-0.822,-0.193,0.61,1.396,1.571,0.18328408,0.1254525,0.000210042,0.027375028,0.01514755,0.100575918,0.066991848,0.016031682,0.547633894,0.066161745,0.000200332,5.05E-05,0.437203773,0.453212487,0.003793107,0.1235902,0.044714402,0.440362737,0.161679431,0.109371696,0.793035875,0.230814269,0.002196498,0.000553731
b3320,rplC,0.430065431,1.403143097,0.643,0.371,0.878,-0.426,-1.833,0.16,-0.304,-0.109,-0.827,0.385,0.706241478,0.149020049,0.053714141,0.252720783,0.010733919,0.191061811,6.62E-06,0.617696918,0.346383489,0.733460722,0.015473601,0.235766984,0.985420214,0.531361834,0.147234296,0.499050971,0.034970437,0.57677084,9.68E-05,0.783145805,0.621869773,0.930464636,0.072425533,0.478763191
b3981,secE,-0.594382083,0.189869778,0.045,0.673,0.409,-0.106,-0.265,-0.286,-0.018,0.219,0.225,0.31,0.218541808,0.642265942,0.888080297,0.044253618,0.208722378,0.740511243,0.410653047,0.375153551,0.955099745,0.495532514,0.483921318,0.337134919,0.482424274,0.856829518,0.930514167,0.178761326,0.308066202,0.928349887,0.583218072,0.602482518,0.977385406,0.749401389,0.731386932,0.581463034
b2608,rimM,0.266886755,1.455101308,0.486,0.338,0.652,-0.393,0.46,-0.477,-0.28,-0.196,-0.432,0.023,0.611325301,0.086051025,0.13797004,0.296227402,0.050702281,0.22647198,0.159279254,0.145065441,0.385084416,0.541477597,0.185116057,0.942647888,0.880568895,0.446839191,0.28427384,0.544561752,0.111182858,0.57677084,0.310906076,0.40121703,0.663319088,0.790816863,0.391935375,0.963977112
b0004,thrC,-1.682626695,-0.064080949,-0.116,-0.131,1.05,-0.42,-0.212,1.133,-0.156,0.809,-0.982,-0.066,0.001929061,0.935854761,0.717103404,0.682522886,0.002980164,0.197156376,0.509277194,0.001574775,0.626467291,0.017572143,0.00498391,0.836511717,0.017417989,0.988249374,0.815373129,0.805501304,0.01270709,0.57677084,0.656924784,0.020143996,0.825431151,0.082994584,0.033764508,0.901084552
b0183,rnhB,-0.672625049,0.542580244,0.622,-0.369,0.588,-0.361,0.067,-0.782,-0.107,0.236,0.082,-0.103,0.118366583,0.229359398,0.061368393,0.255214992,0.075807715,0.265374263,0.834072727,0.021222967,0.73815845,0.463048223,0.797705398,0.747585083,0.384163672,0.583533382,0.161335235,0.499050971,0.151071491,0.618523985,0.888132352,0.12529713,0.862814363,0.720866103,0.913789392,0.85637545
b0632,dacA,1.63451608,0.51659169,0.859,-0.157,-0.305,-0.557,-0.346,0.037,0.428,-0.1,1.28,0.301,0.152589755,0.431615772,0.012311747,0.624269342,0.344830201,0.091462667,0.285216935,0.907872381,0.189063452,0.754681664,0.000499654,0.351071817,0.735602475,0.749320977,0.06406282,0.764844574,0.446678784,0.424126175,0.455660039,0.957789763,0.48775193,0.932046716,0.004948188,0.592192571
b1099,holB,-0.384778939,0.396656287,0.543,-0.315,-0.192,-0.186,-0.311,-0.255,0.123,-0.274,-0.02,0.171,0.398959118,0.536838714,0.099396085,0.329558181,0.549694168,0.562140765,0.33561009,0.428282964,0.700883289,0.395185063,0.950117417,0.593879128,0.673078969,0.807707386,0.224372044,0.555903086,0.634421464,0.845966739,0.517263672,0.650905297,0.86051346,0.669470803,0.983212804,0.772546153
b1236,galU,-0.106708527,0.902207147,0.262,0.216,0.31,0.672,-0.602,-0.415,-0.139,0.412,-0.718,-0.184,0.403244934,0.025068485,0.415893204,0.501397114,0.337134919,0.044543145,0.069537217,0.202350199,0.664360688,0.205517155,0.032857148,0.566321685,0.810497046,0.196953019,0.585471765,0.706095936,0.440427319,0.262975877,0.164214812,0.446917347,0.842804674,0.474389223,0.129322364,0.7582215
b0639,0dD,0.411401545,0.204802145,0.428,0.177,0.511,-0.374,-0.393,0.26,-0.15,-0.339,-0.4,-0.417,0.149722871,0.457960483,0.189063452,0.581079025,0.119746272,0.249013495,0.22647198,0.419409926,0.639728809,0.294834723,0.218569803,0.200260046,0.615508835,0.773974121,0.347313063,0.74329692,0.203105555,0.601946008,0.392807332,0.647029384,0.832189595,0.565714126,0.444377017,0.42992891
b2597,raiA,0.485125576,-1.559537938,-1.136,-1.082,-2.958,1.837,2.657,-1.213,0.626,-0.45,0.285,-1.409,0.357385313,0.002105626,0.001538619,0.002333156,2.65E-09,6.42E-06,1.83E-08,0.000844953,0.05984011,0.168152262,0.376796884,0.000180806,0.723284361,0.045561,0.013495888,0.0215936,2.04E-07,0.000281656,8.03E-07,0.01297003,0.328052033,0.430189537,0.632112806,0.001632575
b3317,rplB,0.703479339,1.943667747,0.651,0.454,0.821,-0.835,-1.163,-0.041,0.294,-0.778,-1.495,0.245,0.496174166,0.103575322,0.051029324,0.164556644,0.016145537,0.014618417,0.001247806,0.897967878,0.362177266,0.021820244,9.18E-05,0.446375,0.925644383,0.47608204,0.142418203,0.406344494,0.046761131,0.148947549,0.006279942,0.956525403,0.646444306,0.095697355,0.001408904,0.675059729
b4384,deoD,-0.282413815,-0.785277995,0.13,-0.036,-0.605,0.04,0.258,-0.347,-0.693,0.356,-0.532,-0.399,0.70772623,0.362796466,0.684807298,0.910350961,0.068254136,0.90044248,0.422945235,0.283861631,0.038807964,0.27187289,0.106033368,0.219685589,0.982953521,0.716172177,0.807009429,0.950604575,0.142544351,0.976041765,0.592895832,0.537187724,0.270051933,0.556433182,0.278224308,0.458799155
b3870,gl0,-1.575802753,0.487744124,-0.863,-0.231,0.388,-1.16,-0.86,-0.461,0.549,-0.837,-0.838,-0.024,0.005228447,0.339092081,0.011962382,0.472469062,0.232248153,0.001277242,0.012223514,0.158413101,0.095926993,0.014411665,0.014309321,0.940159205,0.026616643,0.661755888,0.063318123,0.689200886,0.33009344,0.021784075,0.040073458,0.419248465,0.413902973,0.07022827,0.072015766,0.963977112
b3401,hslO,0.148446662,-0.065108296,-0.337,-0.777,0.492,-0.529,-0.268,-0.568,0.198,-0.069,-0.111,0.496,0.651179466,0.875351143,0.297624769,0.02197198,0.133400059,0.107907302,0.405454902,0.085615728,0.537393957,0.829199874,0.728773614,0.130423325,0.855697864,0.974253539,0.466177571,0.107069805,0.219068895,0.440362737,0.581657267,0.292044761,0.787837072,0.941398262,0.869971163,0.347127841
b3259,prmA,0.103098581,0.53130891,0.742,0.083,1.069,-0.321,-0.295,-0.293,-0.03,0.518,-0.325,-0.103,0.728636598,0.170998624,0.027939757,0.795296483,0.002577567,0.320622415,0.360576548,0.363782724,0.925241092,0.115019036,0.314759837,0.747585083,0.953504019,0.516706408,0.096376465,0.865801491,0.011304474,0.697875399,0.542632353,0.599869662,0.965463643,0.336293752,0.582116085,0.85637545
b3319,rplD,0.57952542,1.186881333,0.823,0.322,0.874,-0.58,-1.195,0.007,-0.476,-0.017,-1.267,0.222,0.486967961,0.083975982,0.015918579,0.319149682,0.011049291,0.07960732,0.000972516,0.982530439,0.145871904,0.957591624,0.000553389,0.489707167,0.87591222,0.426267909,0.071312369,0.555903086,0.034970437,0.387927736,0.005278973,0.988244791,0.454862432,0.993177799,0.005309072,0.702022715
b2594,rluD,-0.389401224,-0.112040205,0.281,0.418,-0.218,0.337,-0.119,0.162,-0.099,-0.285,-0.023,0.744,0.509264841,0.184591319,0.383417467,0.19922129,0.497483032,0.297624769,0.710134717,0.613333318,0.757052143,0.376796884,0.942647888,0.027562095,0.86406309,0.546950871,0.565909435,0.432956578,0.582928591,0.666940175,0.801512346,0.783145805,0.867220178,0.649064792,0.983212804,0.129962203
b1062,pyrC,-1.587831595,1.261840665,0.883,-0.119,2.272,-0.889,-2.371,-0.536,1.211,0.506,-0.774,-0.313,0.313504743,0.012349152,0.010351686,0.710134717,2.58E-07,0.009910035,1.28E-07,0.103577648,0.000858268,0.123221311,0.022433075,0.332574656,0.921909227,0.106783935,0.0603984,0.816521941,1.09E-05,0.120467216,3.93E-06,0.331232686,0.018820601,0.350267985,0.096999351,0.581463034
b4171,miaA,-0.319209271,-0.238031162,-0.875,-0.254,-0.859,-0.078,-0.398,0.194,-0.164,-0.104,0.23,0.04,0.298600466,0.530247556,0.010969636,0.430071458,0.012311747,0.807361384,0.220805728,0.5455777,0.60898428,0.745224581,0.474366656,0.90044248,0.774688422,0.798247141,0.060573792,0.656875312,0.038178852,0.935320546,0.385155446,0.734615587,0.81641124,0.932046716,0.731386932,0.955847798
b2500,purN,-0.243843359,0.660524258,0.532,-0.63,1.46,-0.381,-1.036,-0.347,0.452,0.429,0.28,-0.164,0.57329266,0.162239568,0.106033368,0.058345568,0.000120931,0.240521117,0.003315268,0.283861631,0.166346665,0.188070451,0.385084416,0.60898428,0.810497046,0.515135116,0.235885826,0.205886083,0.001125024,0.586031611,0.014539818,0.537187724,0.471054919,0.453574048,0.635596321,0.782251774
b3210,arcB,-0.497467305,-0.463154879,0.076,-0.642,-0.222,0.555,0.534,-0.204,0.39,-0.605,0.088,0.935,0.612027517,0.458044832,0.812201247,0.054058435,0.489707167,0.092561739,0.104799421,0.525242754,0.229924437,0.068254136,0.783283559,0.007072062,0.99097851,0.760447145,0.868800637,0.199951079,0.580463707,0.424126175,0.217387988,0.732952389,0.519020603,0.235438423,0.900629411,0.045231728
b3642,pyrE,-2.407992392,0.212917001,-1.454,1.037,-0.444,-1.127,-1.09,-0.321,0.306,-0.786,-0.56,-0.137,7.79E-05,0.314334859,0.000126789,0.003290166,0.17366327,0.001649602,0.002194141,0.320622415,0.343281658,0.020640893,0.089835035,0.668882125,0.001277484,0.637315222,0.002432756,0.025899514,0.265246885,0.026654101,0.010288156,0.574217895,0.621869773,0.091837016,0.252227841,0.823159967
b3318,rplW,0.682961692,1.797381742,0.837,0.325,1.017,-0.806,-1.005,-0.016,-0.209,-0.353,-1.681,0.41,0.623830666,0.148141364,0.014411665,0.314759837,0.003829015,0.01794676,0.00419233,0.960083944,0.515232367,0.275827428,2.14E-05,0.207649705,0.99097851,0.552149619,0.07022827,0.555903086,0.015673436,0.153045979,0.016934806,0.981047785,0.770817333,0.560788214,0.000410321,0.442697635
b1263,trpD,-4.533999967,0.344877917,-3.276,2.791,1.952,-3.309,0.011,-0.206,-0.864,-1.394,1.683,-1.945,9.46E-09,0.222464763,3.91E-10,7.64E-09,2.69E-06,3.23E-10,0.97255127,0.521225898,0.011876515,0.000203518,2.11E-05,2.83E-06,1.71E-06,0.56353638,3.00E-08,3.91E-07,5.15E-05,4.95E-08,0.984667859,0.730668268,0.151920417,0.002082665,0.000410321,4.57E-05
b3770,ilvE,-0.578621339,0.497824208,-0.522,1.064,1.669,0.201,-1.961,-0.852,0.811,-0.356,0.504,-0.437,0.022695102,0.065251811,0.1123887,0.002678065,2.35E-05,0.531299571,2.51E-06,0.012946414,0.01732647,0.27187289,0.124634643,0.180273556,0.209662037,0.398284198,0.244704475,0.022220698,0.000327618,0.845966739,4.53E-05,0.099363724,0.189972365,0.556433182,0.311079962,0.413014789
b1238,tdk,-0.747922226,-0.575602814,0.359,-0.229,0.731,-0.033,0.38,0.434,0.22,-0.082,0.106,-0.676,0.164678654,0.23997805,0.267959902,0.476268707,0.03010317,0.917792183,0.241720829,0.183166878,0.493586358,0.797705398,0.740511243,0.043395167,0.592373449,0.614558899,0.437572819,0.689200886,0.076377464,0.977262724,0.407737883,0.426782939,0.75765506,0.937540935,0.871022803,0.173017093
b3314,rpsC,0.537757756,1.895152302,0.634,0.039,1.069,-0.9,-1.431,0.072,0.09,-1.109,-2.119,0.311,0.388473468,0.210491558,0.056884168,0.902918115,0.002577567,0.009146401,0.000152002,0.821903775,0.778493587,0.001895595,7.78E-07,0.33561009,0.795338416,0.630458708,0.154543712,0.950604575,0.011304474,0.120467216,0.001166614,0.924265417,0.88299733,0.016165212,3.19E-05,0.581463034
b3432,glgB,-0.038254811,-0.759290004,0.333,0.189,-1.116,0.496,0.345,-0.286,0.279,-0.384,0.948,-0.391,0.466585775,0.109002948,0.303261169,0.555899338,0.001795936,0.130423325,0.286576898,0.375153551,0.386756081,0.236948823,0.006422827,0.228769209,0.830269201,0.45146926,0.470207974,0.732451059,0.0087489,0.465457011,0.455660039,0.602482518,0.663319088,0.519594919,0.041953357,0.471356692
b4161,rsgA,-0.099336264,-0.225384254,-0.32,-0.292,-0.394,0.085,-0.942,-0.285,0.434,-0.498,0.114,0.074,0.570712659,0.35689091,0.322099878,0.365392921,0.225329964,0.790484915,0.006715046,0.376796884,0.183166878,0.128955682,0.721763231,0.817048774,0.84968256,0.682465976,0.491963495,0.596678866,0.327849758,0.928349887,0.02483758,0.602482518,0.480617364,0.358686037,0.869971163,0.8990465
b3315,rplV,0.611943694,1.591845521,0.74,0.197,0.934,-0.726,-1.85,-0.053,0.22,-0.849,-1.73,0.433,0.484763683,0.204946033,0.028322168,0.539433713,0.007124523,0.031136386,5.82E-06,0.868362352,0.493586358,0.013227747,1.46E-05,0.184139431,0.898116078,0.615223626,0.09661006,0.729094834,0.02485487,0.222299315,8.93E-05,0.951999096,0.75765506,0.065498683,0.000345325,0.41381982
b3312,rpmC,0.845467024,2.322839013,0.614,-0.009,1.092,-0.761,-1.58,-0.346,0.116,-1.078,-1.463,0.289,0.406482329,0.164835173,0.064528599,0.977540386,0.002160671,0.024536541,4.71E-05,0.285216935,0.717103404,0.002405848,0.000118105,0.370251934,0.879859189,0.594690121,0.165085667,0.977540386,0.010050392,0.197166071,0.000437816,0.537187724,0.86051346,0.019962037,0.001648098,0.610521337
b3146,rsmI,-0.656287871,0.019761359,0.099,-0.478,-0.613,-0.218,-2.263,-0.304,0.446,-0.883,0.274,0.312,0.193556342,0.960910937,0.757052143,0.144262622,0.064933527,0.497483032,2.75E-07,0.346383489,0.171810488,0.010351686,0.395185063,0.334090003,0.438222094,0.986441845,0.836025208,0.383645735,0.136538307,0.845966739,7.67E-06,0.586912346,0.471810831,0.057781229,0.641914361,0.581463034
b3636,rpmG,0.349659404,1.021759385,0.938,0.144,0.688,-0.174,-0.589,-0.305,0.084,-0.161,-0.383,0.277,0.642824431,0.088744893,0.006916886,0.653114235,0.040109397,0.587461873,0.07534403,0.344830201,0.792889648,0.615513306,0.23813512,0.39011355,0.967945478,0.431976312,0.046162695,0.780179261,0.094719883,0.864080058,0.173914416,0.586912346,0.884623262,0.850371991,0.469672751,0.623775312
b3231,rplM,-0.267141184,0.575202596,0.508,0.566,1.361,-0.402,-0.048,-0.02,0.148,-0.078,-0.6,0.431,0.815131792,0.2988834,0.121821345,0.086654236,0.000264022,0.216351262,0.880676688,0.950117417,0.644177034,0.807361384,0.070404288,0.186096762,0.994783367,0.636618956,0.255874397,0.259839864,0.001976943,0.57677084,0.913404538,0.978812239,0.833809764,0.941398262,0.216141163,0.41381982
